mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__bootstrap,param_model__class_weight,param_model__criterion,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,param_sampler,params,split0_test_bal_acc,split1_test_bal_acc,split2_test_bal_acc,split3_test_bal_acc,split4_test_bal_acc,mean_test_bal_acc,std_test_bal_acc,rank_test_bal_acc,split0_train_bal_acc,split1_train_bal_acc,split2_train_bal_acc,split3_train_bal_acc,split4_train_bal_acc,mean_train_bal_acc,std_train_bal_acc,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,approach,sampler_name
2.0688478469848635,0.3500135556440568,1.84428391456604,3.248147077956484,False,,gini,,sqrt,1,2,200,passthrough,"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'sampler': 'passthrough'}",0.7732142857142857,0.7572790556900727,0.779085956416465,0.7606537530266344,0.7534503631961259,0.7647366828087168,0.0097717852241874,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7703465618967744,0.7528810774012581,0.7745856381376581,0.7566444136270023,0.7506928893678317,0.761030116086105,0.0096233862481475,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,,2,1,sqrt,Baseline,passthrough
4.4790346145629885,0.7134596237960982,-1.1521588802337646,3.211714154615573,False,,gini,,sqrt,1,2,400,passthrough,"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 400, 'sampler': 'passthrough'}",0.7767857142857143,0.7558111380145277,0.7808716707021793,0.757082324455206,0.7605932203389832,0.766228813559322,0.0104862534385401,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7738397380759736,0.7511976738902101,0.7762042172366632,0.7531391506675452,0.7583489276740764,0.7625459415088937,0.0104783982913625,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,400,,2,1,sqrt,Baseline,passthrough
3.552307605743408,3.085049907101759,-1.4897852420806883,3.4541728857490246,False,,gini,,sqrt,1,5,200,passthrough,"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200, 'sampler': 'passthrough'}",0.7857142857142857,0.7417826876513317,0.7701573849878934,0.7475786924939468,0.7584897094430995,0.7607445520581114,0.0158118025391613,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7824422018124556,0.7372850392086389,0.7646461345110104,0.7430565967611585,0.7567007706108914,0.756826148580831,0.0160549406449204,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,,5,1,sqrt,Baseline,passthrough
3.683273839950561,5.431270393479024,-1.1902632236480712,3.370396482381092,False,,gini,,sqrt,1,5,400,passthrough,"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 400, 'sampler': 'passthrough'}",0.7767857142857143,0.7498184019370461,0.7740466101694917,0.7419037530266345,0.7597003631961261,0.7604509685230025,0.0134853956126057,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7729099331693353,0.7456545809615001,0.7677169760321166,0.7374394399925668,0.7571944002340094,0.7561830660779056,0.0132364230513751,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,400,,5,1,sqrt,Baseline,passthrough
2.422504949569702,0.262600909012008,0.3655294418334961,0.0509871171090642,False,,gini,,sqrt,2,2,200,passthrough,"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'sampler': 'passthrough'}",0.7666666666666667,0.7358504842615012,0.7651180387409201,0.7392251815980629,0.7519824455205811,0.7517685633575464,0.0127352219365999,23,0.9995535714285714,0.9995535714285714,0.9993303571428572,0.9995535714285716,0.9995535714285714,0.9995089285714286,8.928571428571397e-05,0.7629985982255733,0.7302742527992236,0.7594660989670194,0.734501978459715,0.7486090711803345,0.7471699999263732,0.013036522087375,22,0.9995535703386552,0.9995535703386552,0.9993303555079828,0.9995535703386552,0.9995535703386552,0.9995089273725206,8.928593226891213e-05,200,,2,2,sqrt,Baseline,passthrough
4.8032043933868405,1.041940607302803,0.4275830268859863,0.2326461176548845,False,,gini,,sqrt,2,2,400,passthrough,"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 400, 'sampler': 'passthrough'}",0.7648809523809524,0.7483504842615013,0.7612288135593219,0.736228813559322,0.7555538740920097,0.7532485875706215,0.0101781568791168,19,0.9995535714285714,0.9995535714285714,0.9995535714285714,0.9995535714285716,0.9997767857142856,0.9995982142857144,8.928571428569176e-05,0.7616572136185936,0.7434494832916954,0.7557795688719438,0.731089322105178,0.7525251832007923,0.7489001542176406,0.0106784390222096,18,0.9995535703386552,0.9995535703386552,0.9995535703386552,0.9995535703386552,0.9997767851693276,0.9995982133047896,8.928593226896763e-05,400,,2,2,sqrt,Baseline,passthrough
-0.1460105895996093,3.3339680780399954,0.270167875289917,0.0347485995657816,False,,gini,,sqrt,2,5,200,passthrough,"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200, 'sampler': 'passthrough'}",0.7657738095238095,0.7453541162227603,0.7639073849878935,0.7374394673123488,0.7522397094430994,0.7529428974979823,0.010800858406029,20,0.998660714285714,0.9979910714285714,0.9984375,0.9977678571428572,0.9984375,0.9982589285714284,0.0003280566619798,0.7621892035266372,0.7409060033439789,0.7569878352627776,0.7319461853559162,0.7491544263742321,0.7482367307727085,0.010873977428459,20,0.9986610559794932,0.9979924360743252,0.9984378307943615,0.9977278443813116,0.9984385365204276,0.998251540749984,0.0003402255844309,200,,5,2,sqrt,Baseline,passthrough
3.2037723541259764,0.388982345396134,0.4960440635681152,0.0436416087652049,False,,gini,,sqrt,2,5,400,passthrough,"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 400, 'sampler': 'passthrough'}",0.7705357142857144,0.7426755447941887,0.7639073849878937,0.7392251815980629,0.7564467312348668,0.7545581113801454,0.0120212621710717,17,0.9982142857142856,0.9979910714285714,0.9982142857142856,0.9979910714285716,0.9984375,0.9981696428571428,0.0001670382761952,0.7669140487954007,0.7382319702186972,0.7576781502662541,0.7343500011713399,0.7528488997117073,0.7500046140326798,0.0121372496848004,16,0.99817398155769,0.9979924360743252,0.9982142655505172,0.9979514085301152,0.9984385365204276,0.998154125646615,0.0001744352931594,400,,5,2,sqrt,Baseline,passthrough
2.0823108196258544,0.4769795157612995,0.2536905288696289,0.0229774160687244,False,balanced,gini,,sqrt,1,2,200,passthrough,"{'model__bootstrap': False, 'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'sampler': 'passthrough'}",0.7714285714285716,0.750453995157385,0.7755145278450363,0.7499394673123488,0.7600181598062953,0.7614709443099275,0.010515087156376,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7677013747278643,0.7461937726165048,0.7700757265631436,0.7455994729949724,0.7566584849825574,0.7572457663770085,0.01031557307592,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,,2,1,sqrt,ClassWeight balanced,passthrough
2.5353180408477782,3.40717805897205,0.4504714965820312,0.0266020684403211,False,balanced,gini,,sqrt,1,2,400,passthrough,"{'model__bootstrap': False, 'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 400, 'sampler': 'passthrough'}",0.7696428571428571,0.7492433414043586,0.7764073849878935,0.7570823244552057,0.7653753026634382,0.7635502421307507,0.0095108179830671,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7665591923337505,0.7451331221163063,0.7716281409472556,0.7532239436316249,0.762789853467113,0.7598668504992101,0.0095170405305072,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,400,,2,1,sqrt,ClassWeight balanced,passthrough
1.597825002670288,0.3046727458716017,1.8447578430175784,3.229939478506147,False,balanced,gini,,sqrt,1,5,200,passthrough,"{'model__bootstrap': False, 'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200, 'sampler': 'passthrough'}",0.7696428571428573,0.7549182808716708,0.7746216707021795,0.7472608958837773,0.7618038740920097,0.7616495157384989,0.0098441458935324,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7665473288031108,0.7501522468707492,0.76914136396888,0.7433717203900502,0.7586711685722467,0.7575767657210074,0.0097192123678607,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,,5,1,sqrt,ClassWeight balanced,passthrough
3.0632723331451417,0.2896217560659576,0.4316013813018798,0.0152535036146369,False,balanced,gini,,sqrt,1,5,400,passthrough,"{'model__bootstrap': False, 'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 400, 'sampler': 'passthrough'}",0.775,0.7623789346246975,0.7710502421307507,0.7481537530266344,0.7564467312348667,0.76260593220339,0.0097136198620774,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7714954830835851,0.7576980159985719,0.7655170030731665,0.7438615893698629,0.7534896414746753,0.7584123465999724,0.0095719635789031,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,400,,5,1,sqrt,ClassWeight balanced,passthrough
1.7010780334472655,0.1727645206654675,0.25763840675354,0.0308183923661554,False,balanced,gini,,sqrt,2,2,200,passthrough,"{'model__bootstrap': False, 'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'sampler': 'passthrough'}",0.7616071428571428,0.7477754237288136,0.7576573849878935,0.7347608958837772,0.7591253026634383,0.7521852300242131,0.0098988417647327,22,0.9991071428571427,0.9995535714285714,0.9993303571428572,0.9995535714285714,0.9993303571428572,0.999375,0.0001670382761952,0.7571541400383947,0.7420637432410749,0.7508033947399274,0.7295697615571051,0.7555072326038655,0.7470196544360735,0.0101796197328311,23,0.99902827048926,0.9995535703386552,0.9993303555079828,0.9995146279725134,0.9993303555079828,0.9993514359632788,0.0001859110714161,200,,2,2,sqrt,ClassWeight balanced,passthrough
3.875577354431152,0.3260019381851531,0.3720094203948975,0.2318300357916375,False,balanced,gini,,sqrt,2,2,400,passthrough,"{'model__bootstrap': False, 'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 400, 'sampler': 'passthrough'}",0.7642857142857142,0.7450968523002421,0.7651180387409201,0.7401180387409203,0.7582324455205812,0.7545702179176756,0.0101751603809545,16,0.9993303571428572,0.9997767857142856,0.9993303571428572,0.9993303571428572,0.9993303571428572,0.9994196428571428,0.0001785714285714,0.7605178152478601,0.7391508170853532,0.758143327894819,0.735565062541261,0.7545504299374837,0.7495854905413554,0.0102260230618089,17,0.9992904263446418,0.9997767851693276,0.9993303555079828,0.999291413141841,0.9993303555079828,0.9994038671343553,0.0001872914800169,400,,2,2,sqrt,ClassWeight balanced,passthrough
2.432327127456665,0.5287469685335313,0.3411271095275879,0.0692757696544015,False,balanced,gini,,sqrt,2,5,200,passthrough,"{'model__bootstrap': False, 'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200, 'sampler': 'passthrough'}",0.7696428571428572,0.7510290556900727,0.7660108958837772,0.7338680387409201,0.7496216707021792,0.7540345036319612,0.0128237809454904,18,0.9979910714285712,0.9982142857142856,0.9977678571428568,0.9977678571428572,0.997767857142857,0.9979017857142856,0.0001785714285714,0.7654658304379743,0.7456261138318645,0.7593710133016467,0.7279730236293761,0.7452058711628899,0.7487283704727503,0.013009418378341,19,0.9979118284067744,0.998215658010033,0.9976909350060726,0.9976884710239504,0.997652556412942,0.9978318897719544,0.0002127279402679,200,,5,2,sqrt,ClassWeight balanced,passthrough
3.738544607162476,0.1758935046337776,0.3765265464782715,0.2245357281565677,False,balanced,gini,,sqrt,2,5,400,passthrough,"{'model__bootstrap': False, 'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 400, 'sampler': 'passthrough'}",0.7705357142857142,0.7510290556900726,0.7686894673123488,0.7347608958837772,0.7505145278450364,0.75510593220339,0.0132228062081952,15,0.9979910714285712,0.9984375,0.9979910714285712,0.997544642857143,0.9979910714285714,0.9979910714285714,0.0002823462196578,0.7670333014893599,0.7461928563888668,0.7625067116438515,0.7296774962162236,0.7461687155431058,0.7503158162562814,0.0133283887948863,15,0.9979118284067744,0.9984392232538774,0.9978754224704416,0.9974649068751472,0.9978761254920414,0.9979135012996564,0.000309990411997,400,,5,2,sqrt,ClassWeight balanced,passthrough
3.855122995376587,3.257505622419224,0.2864352226257324,0.0408037510970214,False,,gini,,sqrt,1,2,200,RandomOverSampler(random_state=42),"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'sampler': RandomOverSampler(random_state=42)}",0.7758928571428572,0.7501361985472155,0.7737288135593222,0.7427360774818402,0.7626967312348668,0.7610381355932204,0.0129482397377128,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7723758687168228,0.7462725436530967,0.7681158592878069,0.7385391248593188,0.7599039293130572,0.7570414651660204,0.0128396737169843,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,,2,1,sqrt,Oversampling: ROS,ROS
2.146294116973877,3.980707309316416,0.5321845531463623,0.0846427493256016,False,,gini,,sqrt,1,2,400,RandomOverSampler(random_state=42),"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 400, 'sampler': RandomOverSampler(random_state=42)}",0.775892857142857,0.7558111380145279,0.7773002421307507,0.7496216707021792,0.7609110169491525,0.7639073849878935,0.010969313874229,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7723981638535659,0.7516603896879188,0.7716565108463131,0.745354423128311,0.7580026515540202,0.7598144278140258,0.0107466082997904,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,400,,2,1,sqrt,Oversampling: ROS,ROS
3.346039438247681,3.287617772763461,-1.4695582389831543,3.4371230882670787,False,,gini,,sqrt,1,5,200,RandomOverSampler(random_state=42),"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200, 'sampler': RandomOverSampler(random_state=42)}",0.7702380952380954,0.7540254237288135,0.7749394673123486,0.7404358353510897,0.7648002421307505,0.7608878127522196,0.0123738405097993,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7667748556060114,0.7493729475502648,0.7693345912871685,0.734930927841564,0.7612718216755944,0.7563370287921207,0.0127197218968091,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,,5,1,sqrt,Oversampling: ROS,ROS
1.4203579902648926,3.3994469067231226,0.4373389244079589,0.0297548130056274,False,,gini,,sqrt,1,5,400,RandomOverSampler(random_state=42),"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 400, 'sampler': RandomOverSampler(random_state=42)}",0.7747023809523811,0.7567039951573851,0.7764073849878935,0.7484715496368041,0.7630145278450363,0.7638599677158999,0.0106181140302659,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7710398685767356,0.7522790916298951,0.7709721880361051,0.7427887832445489,0.7594071521831959,0.759297416734096,0.0109177778788558,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,400,,5,1,sqrt,Oversampling: ROS,ROS
1.7357792377471923,0.316020526848808,1.909528923034668,3.310230255493667,False,,gini,,sqrt,2,2,200,RandomOverSampler(random_state=42),"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'sampler': RandomOverSampler(random_state=42)}",0.7648809523809524,0.7453541162227604,0.7672215496368039,0.7338680387409201,0.7519824455205811,0.7526614205004035,0.0123964770853285,21,0.9995535714285714,0.9997767857142856,0.9995535714285714,0.9995535714285716,0.9995535714285714,0.9995982142857144,8.928571428569175e-05,0.7616168850290244,0.7406432359851448,0.7611963661005079,0.7286353346839572,0.7489742844689598,0.7482132212535187,0.0125650132466035,21,0.9995535703386552,0.9997767851693276,0.9995535703386552,0.9995535703386552,0.9995535703386552,0.9995982133047896,8.928593226897874e-05,200,,2,2,sqrt,Oversampling: ROS,ROS
2.880419683456421,0.5059328340044722,2.0861494064331056,3.368916451323144,False,,gini,,sqrt,2,2,400,RandomOverSampler(random_state=42),"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 400, 'sampler': RandomOverSampler(random_state=42)}",0.7639880952380953,0.7492433414043586,0.7743644067796611,0.7427966101694915,0.7540859564164648,0.7568956820016142,0.0111417715996673,13,0.9995535714285714,0.9995535714285714,0.9995535714285714,0.9995535714285716,0.9995535714285714,0.9995535714285716,9.930136612989092e-17,0.7602038880795765,0.7444840604297811,0.7678672321711036,0.7380159464895957,0.7506775728876234,0.7522497400115361,0.010700961636224,13,0.9995535703386552,0.9995535703386552,0.9995535703386552,0.9995535703386552,0.9995535703386552,0.9995535703386552,4.965068306494546e-17,400,,2,2,sqrt,Oversampling: ROS,ROS
-0.0013404846191406,3.266511170868859,0.2641868591308594,0.0212479899646026,False,,gini,,sqrt,2,5,200,RandomOverSampler(random_state=42),"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200, 'sampler': RandomOverSampler(random_state=42)}",0.7595238095238095,0.7415254237288135,0.7642251815980632,0.7347608958837772,0.7516646489104117,0.750339991928975,0.0109480643039855,24,0.9982142857142856,0.9979910714285714,0.9982142857142856,0.9977678571428572,0.9986607142857142,0.9981696428571428,0.0002961272134245,0.7560883864784494,0.7355786690055564,0.7570217097885367,0.7295350880048488,0.7475309478961176,0.7451509602347018,0.0109698728702793,24,0.9982142660954751,0.997991724312463,0.9982142655505172,0.9977285326938492,0.9986617546208804,0.9981621086546368,0.0003072802531361,200,,5,2,sqrt,Oversampling: ROS,ROS
3.249076700210572,5.487336978879552,0.4385728359222412,0.0358014444975667,False,,gini,,sqrt,2,5,400,RandomOverSampler(random_state=42),"{'model__bootstrap': False, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 400, 'sampler': RandomOverSampler(random_state=42)}",0.7648809523809524,0.7486682808716708,0.7695823244552058,0.7427966101694915,0.7567645278450364,0.7565385391444714,0.0099052394415027,14,0.9984375,0.9984375,0.9982142857142856,0.9979910714285716,0.9979910714285712,0.9982142857142856,0.0001996489265624,0.7614927004991957,0.7432338509066059,0.7626304917294924,0.7386454542296248,0.7526315573067823,0.7517268109343401,0.009574274731202,14,0.9984378313393198,0.9984392194391388,0.998214252430042,0.9979514189563428,0.9979934943630264,0.998207243305574,0.0002088863824073,400,,5,2,sqrt,Oversampling: ROS,ROS
